Square_Feet,Num_Bedrooms,Num_Bathrooms,Lot_Size_Acres,Year_Built,Garage_Spaces,Neighborhood,Price
4217,4,3,1.2728229432924305,2015,2,Downtown,867175.2845427656
2445,1,2,0.7533872569703333,1978,2,Suburb,429059.93335910677
2005,4,1,0.5337611739634552,2019,0,Suburb,459946.14846354764
3830,4,3,1.1977593937574864,1957,0,Rural,779141.898702905
3672,3,3,0.7043764638924197,1978,0,Suburb,690221.9298143684
3872,5,1,0.31599118478498,2000,1,Suburb,620811.883037467
2654,4,1,1.2897123283641378,1982,1,Suburb,467483.63824179315
4821,3,2,1.3297118213199035,1952,2,Downtown,900381.4597706548
3508,5,3,0.7261491464032467,2009,1,Downtown,675266.848645924
4302,4,3,0.15976460459919184,1984,2,Rural,777973.9688390922
2132,4,1,0.6123478303795503,2018,1,Downtown,477488.17741577147
1001,1,3,1.2151296062207748,1969,1,Rural,292268.73522843164
4307,1,2,1.3575723413920315,2022,1,Downtown,781641.4374471137
1374,5,3,0.34503547662151396,1988,0,Rural,330067.29097140697
1336,4,1,0.1471117374366437,1953,1,Downtown,262708.812462115
2425,2,1,1.322158157042616,1968,0,Downtown,490588.10440541944
2922,1,2,0.6146371615193692,1994,0,Rural,553771.219783777
1185,5,2,0.8355533981879667,1992,1,Suburb,301096.0679328699
4081,4,3,1.4536954274736005,1962,2,Suburb,809829.5241991291
1274,4,3,0.14651885547562316,1962,2,Downtown,302078.67135302327
1217,2,1,0.9900611108055386,2009,2,Rural,247768.11349939113
4400,5,2,0.15745286273355724,2006,1,Suburb,751700.5223095039
1754,4,2,0.5944299462764255,2001,2,Rural,345051.5571100402
2005,1,2,1.215531090530498,2002,0,Suburb,390940.12098042556
4920,2,3,0.67853473749567,1992,2,Rural,922756.9086667231
2790,5,2,1.495914413159278,2021,1,Downtown,542163.5292116601
4372,2,1,0.8606359631725732,2021,2,Rural,776436.5073143565
4958,1,1,0.5156851213221325,1991,0,Suburb,780179.235145072
3513,5,3,0.369161422561892,1975,1,Downtown,647317.776387666
3003,2,3,0.5582547747149347,1972,2,Rural,485613.03489503614
3920,3,2,0.5901732469513487,1992,1,Suburb,688276.5534812001
1766,1,3,0.14963483269974343,1977,1,Downtown,345207.42766374676
4232,1,1,0.5858825891688211,1958,1,Rural,721032.0489851612
1488,1,2,0.7231458536218761,1969,2,Suburb,321826.96273520606
4501,3,1,1.0979697407462667,2005,1,Rural,728189.7885673231
1141,3,2,1.0022577528463315,1988,2,Rural,347905.06725910376
2524,4,3,1.0777102000822736,2000,0,Downtown,534169.3560127452
2592,2,2,0.0621273387214428,1961,2,Downtown,478962.2226333032
2559,4,2,0.3656177293917772,2004,0,Suburb,501203.2369185786
4012,2,1,1.009442218179792,1960,2,Downtown,659600.9720024848
1789,3,1,0.7517845838606334,1975,1,Suburb,370275.80866464897
3062,3,2,0.057704539719101625,1991,2,Rural,588233.5125908111
3282,4,3,1.2165172315261423,1976,1,Rural,545785.5600632451
1751,5,3,1.1705738812709892,1960,0,Suburb,372623.435758115
1522,4,1,0.8452077863406658,1987,2,Rural,329456.80720663385
4189,2,3,0.14637182237559457,1992,1,Downtown,748585.9667322258
2879,4,1,1.1614468218222478,1968,0,Rural,592244.4867328013
3517,1,3,0.8963847022104777,2013,0,Downtown,606890.6533143704
3132,2,2,1.1838419668790408,1955,2,Suburb,544578.7469966888
4176,2,1,1.1400331389739686,1995,0,Suburb,694573.9572471519
2300,5,1,1.214353004338864,1991,1,Rural,433210.6805815502
1085,3,2,0.801111696286706,2014,0,Rural,266912.909170121
4295,2,1,0.2534705513805967,2021,0,Downtown,771859.5220270104
2865,3,3,1.0231783364005484,2008,1,Downtown,520021.7919597937
1568,4,3,0.9496869883253574,2001,0,Rural,399584.45952415233
3857,1,1,1.1262671214386764,1996,0,Rural,577480.2309278568
2961,5,3,0.2963274587735662,1956,0,Suburb,533509.649353361
4093,3,1,0.33271403985541936,1960,0,Suburb,667629.8157862091
1746,2,2,1.3410937999680264,2010,1,Suburb,470964.85964506376
4135,3,1,1.1374678077555027,2017,0,Rural,721259.2409174757
4950,2,2,1.3669313086154682,1974,1,Rural,740276.4524997635
2281,3,3,1.150137215687685,1961,0,Rural,359208.29897069116
2701,2,2,0.9158751936859377,1975,0,Suburb,501168.9831910528
4251,4,3,0.9984924686904169,1961,0,Rural,792308.3921633038
4864,2,1,1.3392354897130143,1992,0,Downtown,844657.5026756229
854,2,3,0.8892697940423138,2000,1,Rural,262763.9011708958
2623,1,1,0.9669674202761618,1986,1,Rural,532402.3282808065
4262,2,1,0.2768912382052208,1995,1,Rural,693858.2637272478
3879,1,2,0.737185769168349,2002,2,Rural,730839.2431847083
1632,5,2,1.0887758123392435,1962,0,Rural,284474.771995464
3606,1,2,0.44286691255872984,2003,0,Downtown,584509.9466042712
3290,4,2,0.34326856176057563,2006,1,Downtown,526513.3014886207
1127,1,3,0.5050488719254026,1953,2,Rural,245408.71240501845
4110,5,3,0.4001759105896085,1998,0,Suburb,754690.4573484751
4100,4,3,0.36162332370277395,1956,1,Rural,734437.5410853814
4475,3,1,0.6660337221587261,1960,0,Rural,751164.8420875312
3854,3,3,1.3663658451311245,2003,0,Rural,674049.6503620361
2943,1,3,0.7852364877711415,1994,1,Suburb,543142.687534762
2111,1,3,0.3224845521822184,1972,1,Suburb,332727.35761335696
3991,5,2,0.1616089206022674,1977,0,Suburb,777043.6271686578
3338,5,3,1.0594264104499915,2006,0,Downtown,643207.2245640997
4783,2,1,0.6050582084327624,1975,1,Suburb,771106.8582164707
964,5,2,1.241654872548771,1974,0,Downtown,354380.1138731796
1622,2,1,1.0062906145291168,2003,0,Downtown,276313.4856131209
1743,4,3,1.2045501032849844,1978,1,Suburb,346761.6463641012
1574,1,2,0.44432175715675065,1985,0,Suburb,261175.41889970677
2998,4,1,1.0539204375685343,1963,0,Suburb,542384.8396663966
3956,5,3,0.4328898778058922,1984,2,Downtown,759139.3790379977
4495,4,1,1.4116492952029227,1979,1,Rural,827466.7593099502
4252,4,1,0.9727427082233929,1966,2,Suburb,872354.6200392164
1714,4,1,0.520542110254246,2016,2,Suburb,266539.2194950467
2108,5,3,0.4407922003237953,1979,2,Suburb,488452.62346269673
4977,4,3,0.3268435483538831,1994,0,Downtown,845730.3423384661
1313,2,1,1.0572293903959054,2000,0,Downtown,262273.8303634794
2720,5,2,0.3671376388469946,1996,2,Rural,510854.14636424603
4394,4,2,0.9131897355948592,2002,2,Suburb,751425.3111714985
2209,5,3,0.43372078904176814,2013,2,Downtown,574250.657511008
3990,3,3,1.0098549699511095,1987,0,Rural,767811.9657497173
2355,2,3,1.2316626063837819,2013,2,Suburb,499043.05105554435
1604,4,3,1.178136602559747,1956,2,Downtown,443213.5196755449
2079,3,3,1.1532344298496335,1971,1,Suburb,363288.2403320489
4377,3,2,0.3221974882537655,1990,1,Suburb,694958.6931985291
3701,5,3,0.1781581731275521,1959,0,Downtown,562814.7768528167
2187,3,1,1.0634758013067092,2006,1,Downtown,405848.7890199698
3561,2,1,0.5841034600018095,1956,1,Downtown,610416.9955352739
3479,2,2,0.6769020282848536,1999,1,Suburb,633530.9694623138
2906,1,1,0.09516618455041705,2001,0,Suburb,509270.4192440023
3568,2,2,0.4263858514488213,1982,1,Rural,557674.8754756723
4753,3,2,0.09883078561797284,1950,0,Suburb,828584.3528430605
3986,2,1,1.3248193702718092,2002,2,Downtown,720877.763317386
4080,5,3,0.40292519066686916,2009,1,Suburb,799711.2178866373
3373,1,1,0.8581388958808617,1983,0,Rural,483474.66903811466
3399,3,1,0.10652001495863911,1953,1,Rural,592554.9432390622
4833,1,2,1.0169287173932042,1966,2,Downtown,757400.3123519878
1036,3,1,0.5183896513434361,1953,0,Downtown,205901.63039930063
2104,5,2,1.3519828210886153,1992,0,Rural,483857.9013535915
4230,1,3,1.337771373954352,1953,0,Rural,735810.1077918827
2101,4,3,0.5216713966245343,1950,2,Rural,391506.4289435248
3341,3,3,1.3563932987511784,2020,2,Downtown,662091.5237842445
2851,4,1,1.4944286265732294,1999,2,Rural,483961.80676928244
1241,1,2,1.2468527129797247,2022,0,Rural,358100.42405450926
2876,4,3,1.275063454245082,2010,2,Downtown,585137.068110089
3980,4,2,0.41106266735818037,1984,1,Suburb,766648.7505599299
3457,1,2,0.8862184783437467,1957,2,Suburb,576947.7852120728
4598,5,3,0.14752107525268338,1973,0,Rural,786471.6220847245
1604,4,3,0.1876310083914211,1985,1,Suburb,327143.2808359361
874,4,2,1.4983942874482714,1999,2,Suburb,322876.5823336192
2975,5,3,0.5236269116675709,1992,1,Suburb,555750.9803669277
4724,4,2,1.1348666724708272,1976,1,Suburb,865027.1050701754
2889,4,2,1.2196643268888838,1981,0,Rural,537620.6666543131
840,4,3,1.2941337429604824,1967,1,Suburb,165084.50986462866
2881,2,1,1.496561031233127,1977,1,Suburb,500565.51723533927
2422,5,3,0.40016990362245836,1978,0,Downtown,434847.98735430674
1141,4,1,0.10850869894656458,1965,0,Rural,251015.31016304815
4852,5,2,0.6462277010921497,1996,0,Downtown,797704.1672381185
2874,3,2,0.23861697125197306,2008,1,Downtown,589671.0944607703
1445,3,1,0.08251753928497993,1980,1,Rural,292346.55776804825
1409,4,2,0.5726188993551549,1953,1,Suburb,303922.57824916614
1254,5,1,1.1864204640590927,1986,0,Downtown,341123.016170561
3753,5,1,0.8709620022763528,1966,2,Rural,725064.5867493202
2508,5,2,0.5035280843550134,1988,1,Suburb,502765.6240986177
4272,2,1,0.9987959079644436,1997,2,Rural,704215.9031818243
3769,3,3,0.38642636144777553,1995,0,Downtown,595380.0464233491
3828,5,3,0.07085309680452329,1997,1,Suburb,678314.5740843315
3481,5,2,1.1583124103328197,1988,2,Suburb,636955.6358742584
4429,2,2,0.9544274730528132,1953,1,Rural,758791.4221106711
3867,2,1,1.155338805526392,1979,1,Suburb,653899.4320536264
2186,5,1,0.10646012419711515,1979,1,Downtown,462425.8510865137
4576,1,1,1.2638234603544456,1971,2,Downtown,740027.3056435544
3666,5,1,0.9483129900526398,2015,0,Downtown,677014.2014584057
4163,5,3,0.8669232585333282,1961,1,Rural,819987.8373305111
4924,2,3,0.9556903697660708,1985,0,Suburb,870805.0680930697
948,2,2,1.303428207959128,1967,0,Suburb,237266.68707475433
4650,5,1,0.9010579345104153,2002,2,Suburb,799923.9365934494
2858,5,1,0.89237805083786,2020,2,Downtown,538385.9911810083
1936,5,2,1.4864847777453605,1950,0,Suburb,371099.0329073098
986,2,1,1.1472587422494236,2007,1,Downtown,225794.8315558435
3654,5,1,0.6913260179041462,1955,2,Suburb,690709.8122952987
2050,5,1,1.0757256500477452,2019,1,Downtown,435920.09943634144
2133,4,1,0.6143841839530934,1993,1,Suburb,359749.03021000035
4993,1,1,0.38186942060107354,2021,1,Rural,923995.8530650106
4950,3,2,0.9154352214872512,1973,0,Rural,861806.9639870031
3511,1,1,1.3958640422652295,1968,1,Downtown,536720.1108196462
2585,4,2,1.397252304022421,1967,0,Downtown,485602.59971840726
1550,3,1,0.5457626532529609,1979,0,Suburb,321959.5722064801
2562,5,3,0.8151323260214577,1991,1,Suburb,619832.251185298
4720,4,3,0.3568720529262987,1982,1,Rural,779231.8181455825
1281,5,3,1.493665108773381,1961,1,Suburb,389825.33814326493
953,2,3,1.4726209664085068,1976,1,Downtown,338876.7406767873
